battery_id,1,2,3,4,5,6,7,8,9,10,11,12,trend
BH4A051,16.376597222222223,14.86987037037037,11.545782828282828,4.825833333333334,,,,,,,,,-3.797637920875421
BH4A059,11.608531746031746,7.135740740740741,,,,,,,,,,,-4.472791005291005
BH4A076,10.26514403292181,5.729444444444445,,,,,,,,,,,-4.535699588477366
BH4A139,12.888499999999999,1.2240277777777777,,,,,,,,,,,-11.664472222222221
BH4A174,7.768055555555555,10.766361111111113,3.1425,,,,,,,,,,-2.3127777777777774
BH4A192,6.976633333333333,3.8274537037037035,,,,,,,,,,,-3.1491796296296295
BH4A233,9.714325396825398,9.952853535353535,5.024393939393939,,,,,,,,,,-2.3449657287157293
BJE8021,,,,,,14.718696581196582,14.229351851851852,10.385416666666666,,,,,-2.166639957264958
BJE8039,,,,,,19.264583333333334,11.06787037037037,10.97578373015873,12.572275132275132,7.535231481481482,,,-2.1954298941798944
BJE8058,,,,,,,10.694930555555555,7.066468253968254,,,,,-3.6284623015873008
